2012-03-22 10:36:45, 67 of 70, 95.7%
2012-03-22 10:36:45, 66 of 70, 94.3%
2012-03-22 10:36:45, 61 of 70, 87.1%
2012-03-22 10:36:45, 68 of 70, 97.1%
2012-03-22 10:36:46, 70 of 70, 100%
2012-03-22 10:36:46, 1 of 70, 1.4%
2012-03-22 10:36:46, 65 of 70, 92.9%
2012-03-22 10:36:46, 2 of 70, 2.9%
2012-03-22 10:36:46, 4 of 70, 5.7%
2012-03-22 10:36:47, 5 of 70, 7.1%
2012-03-22 10:36:47, 69 of 70, 98.6%
2012-03-22 10:36:47, 6 of 70, 8.6%
2012-03-22 10:36:48, 8 of 70, 11.4%
2012-03-22 10:36:48, 3 of 70, 4.3%
2012-03-22 10:36:48, 9 of 70, 12.9%
2012-03-22 10:36:48, 10 of 70, 14.3%
2012-03-22 10:36:49, 12 of 70, 17.1%
2012-03-22 10:36:49, 7 of 70, 10%
2012-03-22 10:36:49, 13 of 70, 18.6%
2012-03-22 10:36:49, 14 of 70, 20%
2012-03-22 10:36:50, 16 of 70, 22.9%
2012-03-22 10:36:50, 11 of 70, 15.7%
2012-03-22 10:36:50, 17 of 70, 24.3%
2012-03-22 10:36:50, 18 of 70, 25.7%
2012-03-22 10:36:51, 20 of 70, 28.6%
2012-03-22 10:36:51, 15 of 70, 21.4%
2012-03-22 10:36:51, 22 of 70, 31.4%
2012-03-22 10:36:52, 21 of 70, 30%
2012-03-22 10:36:52, 24 of 70, 34.3%
2012-03-22 10:36:52, 19 of 70, 27.1%
2012-03-22 10:36:53, 26 of 70, 37.1%
2012-03-22 10:36:53, 28 of 70, 40%
2012-03-22 10:36:53, 25 of 70, 35.7%
2012-03-22 10:36:53, 23 of 70, 32.9%
2012-03-22 10:36:54, 30 of 70, 42.9%
2012-03-22 10:36:54, 32 of 70, 45.7%
2012-03-22 10:36:54, 29 of 70, 41.4%
2012-03-22 10:36:54, 27 of 70, 38.6%
2012-03-22 10:36:55, 34 of 70, 48.6%
2012-03-22 10:36:55, 36 of 70, 51.4%
2012-03-22 10:36:55, 31 of 70, 44.3%
2012-03-22 10:36:56, 33 of 70, 47.1%
2012-03-22 10:36:56, 38 of 70, 54.3%
2012-03-22 10:36:56, 40 of 70, 57.1%
2012-03-22 10:36:56, 35 of 70, 50%
2012-03-22 10:36:57, 37 of 70, 52.9%
2012-03-22 10:36:57, 42 of 70, 60%
2012-03-22 10:36:57, 44 of 70, 62.9%
2012-03-22 10:36:58, 39 of 70, 55.7%
2012-03-22 10:36:58, 41 of 70, 58.6%
2012-03-22 10:36:58, 46 of 70, 65.7%
2012-03-22 10:36:58, 48 of 70, 68.6%
2012-03-22 10:36:59, 43 of 70, 61.4%
2012-03-22 10:36:59, 45 of 70, 64.3%
2012-03-22 10:36:59, 50 of 70, 71.4%
2012-03-22 10:37:00, 52 of 70, 74.3%
2012-03-22 10:37:00, 47 of 70, 67.1%
2012-03-22 10:37:00, 49 of 70, 70%
2012-03-22 10:37:00, 54 of 70, 77.1%
2012-03-22 10:37:01, 56 of 70, 80%
2012-03-22 10:37:01, 51 of 70, 72.9%
2012-03-22 10:37:01, 53 of 70, 75.7%
2012-03-22 10:37:01, 58 of 70, 82.9%
2012-03-22 10:37:02, 60 of 70, 85.7%
2012-03-22 10:37:02, 55 of 70, 78.6%
2012-03-22 10:37:03, 57 of 70, 81.4%
2012-03-22 10:37:03, 62 of 70, 88.6%
2012-03-22 10:37:03, 64 of 70, 91.4%
2012-03-22 10:37:03, 59 of 70, 84.3%
2012-03-22 10:37:04, 61 of 70, 87.1%
2012-03-22 10:37:04, 66 of 70, 94.3%
2012-03-22 10:37:04, 68 of 70, 97.1%
2012-03-22 10:37:04, 63 of 70, 90%
2012-03-22 10:37:05, 65 of 70, 92.9%
2012-03-22 10:37:05, 70 of 70, 100%
2012-03-22 10:37:05, 2 of 70, 2.9%
2012-03-22 10:37:05, 67 of 70, 95.7%
2012-03-22 10:37:06, 69 of 70, 98.6%
2012-03-22 10:37:06, 4 of 70, 5.7%
2012-03-22 10:37:06, 1 of 70, 1.4%
2012-03-22 10:37:06, 6 of 70, 8.6%
2012-03-22 10:37:07, 3 of 70, 4.3%
2012-03-22 10:37:07, 8 of 70, 11.4%
2012-03-22 10:37:08, 5 of 70, 7.1%
2012-03-22 10:37:08, 10 of 70, 14.3%
2012-03-22 10:37:08, 7 of 70, 10%
2012-03-22 10:37:09, 12 of 70, 17.1%
2012-03-22 10:37:09, 9 of 70, 12.9%
2012-03-22 10:37:09, 14 of 70, 20%
2012-03-22 10:37:09, 11 of 70, 15.7%
2012-03-22 10:37:10, 16 of 70, 22.9%
2012-03-22 10:37:10, 13 of 70, 18.6%
2012-03-22 10:37:10, 18 of 70, 25.7%
2012-03-22 10:37:11, 15 of 70, 21.4%
2012-03-22 10:37:11, 20 of 70, 28.6%
2012-03-22 10:37:12, 17 of 70, 24.3%
2012-03-22 10:37:12, 22 of 70, 31.4%
2012-03-22 10:37:12, 19 of 70, 27.1%
2012-03-22 10:37:13, 24 of 70, 34.3%
2012-03-22 10:37:13, 21 of 70, 30%
2012-03-22 10:37:13, 26 of 70, 37.1%
2012-03-22 10:37:14, 23 of 70, 32.9%
2012-03-22 10:37:14, 25 of 70, 35.7%
2012-03-22 10:37:14, 28 of 70, 40%
2012-03-22 10:37:14, 30 of 70, 42.9%
2012-03-22 10:37:15, 27 of 70, 38.6%
2012-03-22 10:37:15, 29 of 70, 41.4%
2012-03-22 10:37:15, 34 of 70, 48.6%
2012-03-22 10:37:15, 32 of 70, 45.7%
2012-03-22 10:37:17, 31 of 70, 44.3%
2012-03-22 10:37:17, 36 of 70, 51.4%
2012-03-22 10:37:17, 33 of 70, 47.1%
2012-03-22 10:37:17, 38 of 70, 54.3%
2012-03-22 10:37:18, 37 of 70, 52.9%
2012-03-22 10:37:18, 35 of 70, 50%
2012-03-22 10:37:18, 40 of 70, 57.1%
2012-03-22 10:37:18, 42 of 70, 60%
2012-03-22 10:37:19, 41 of 70, 58.6%
2012-03-22 10:37:20, 39 of 70, 55.7%
2012-03-22 10:37:20, 44 of 70, 62.9%
2012-03-22 10:37:20, 46 of 70, 65.7%
2012-03-22 10:37:21, 45 of 70, 64.3%
2012-03-22 10:37:21, 43 of 70, 61.4%
2012-03-22 10:37:21, 48 of 70, 68.6%
2012-03-22 10:37:21, 50 of 70, 71.4%
2012-03-22 10:37:22, 49 of 70, 70%
2012-03-22 10:37:22, 47 of 70, 67.1%
2012-03-22 10:37:22, 52 of 70, 74.3%
2012-03-22 10:37:23, 54 of 70, 77.1%
2012-03-22 10:37:24, 53 of 70, 75.7%
2012-03-22 10:37:24, 51 of 70, 72.9%
2012-03-22 10:37:24, 56 of 70, 80%
2012-03-22 10:37:24, 58 of 70, 82.9%
2012-03-22 10:37:25, 57 of 70, 81.4%
2012-03-22 10:37:25, 55 of 70, 78.6%
2012-03-22 10:37:25, 60 of 70, 85.7%
2012-03-22 10:37:26, 62 of 70, 88.6%
2012-03-22 10:37:26, 61 of 70, 87.1%
2012-03-22 10:37:27, 59 of 70, 84.3%
2012-03-22 10:37:27, 64 of 70, 91.4%
2012-03-22 10:37:27, 66 of 70, 94.3%
2012-03-22 10:37:28, 65 of 70, 92.9%
2012-03-22 10:37:28, 63 of 70, 90%
2012-03-22 10:37:28, 68 of 70, 97.1%
2012-03-22 10:37:29, 70 of 70, 100%
2012-03-22 10:37:29, 69 of 70, 98.6%
2012-03-22 10:37:30, 67 of 70, 95.7%
2012-03-22 10:37:30, 2 of 70, 2.9%
2012-03-22 10:37:30, 4 of 70, 5.7%
2012-03-22 10:37:31, 3 of 70, 4.3%
2012-03-22 10:37:31, 1 of 70, 1.4%
2012-03-22 10:37:31, 6 of 70, 8.6%
2012-03-22 10:37:32, 8 of 70, 11.4%
2012-03-22 10:37:32, 7 of 70, 10%
2012-03-22 10:37:33, 5 of 70, 7.1%
2012-03-22 10:37:33, 10 of 70, 14.3%
2012-03-22 10:37:33, 12 of 70, 17.1%
2012-03-22 10:37:34, 11 of 70, 15.7%
2012-03-22 10:37:34, 9 of 70, 12.9%
2012-03-22 10:37:35, 14 of 70, 20%
2012-03-22 10:37:35, 16 of 70, 22.9%
2012-03-22 10:37:36, 15 of 70, 21.4%
2012-03-22 10:37:36, 13 of 70, 18.6%
2012-03-22 10:37:36, 18 of 70, 25.7%
2012-03-22 10:37:37, 20 of 70, 28.6%
2012-03-22 10:37:37, 19 of 70, 27.1%
2012-03-22 10:37:38, 17 of 70, 24.3%
2012-03-22 10:37:38, 22 of 70, 31.4%
2012-03-22 10:37:38, 24 of 70, 34.3%
2012-03-22 10:37:39, 23 of 70, 32.9%
2012-03-22 10:37:40, 21 of 70, 30%
2012-03-22 10:37:40, 26 of 70, 37.1%
2012-03-22 10:37:40, 28 of 70, 40%
2012-03-22 10:37:41, 27 of 70, 38.6%
2012-03-22 10:37:41, 30 of 70, 42.9%
2012-03-22 10:37:41, 25 of 70, 35.7%
2012-03-22 10:37:42, 32 of 70, 45.7%
2012-03-22 10:37:43, 31 of 70, 44.3%
2012-03-22 10:37:43, 34 of 70, 48.6%
2012-03-22 10:37:43, 29 of 70, 41.4%
2012-03-22 10:37:44, 36 of 70, 51.4%
2012-03-22 10:37:44, 35 of 70, 50%
2012-03-22 10:37:45, 38 of 70, 54.3%
2012-03-22 10:37:45, 33 of 70, 47.1%
2012-03-22 10:37:45, 40 of 70, 57.1%
2012-03-22 10:37:46, 39 of 70, 55.7%
2012-03-22 10:37:46, 42 of 70, 60%
2012-03-22 10:37:46, 37 of 70, 52.9%
2012-03-22 10:37:47, 44 of 70, 62.9%
2012-03-22 10:37:48, 43 of 70, 61.4%
2012-03-22 10:37:48, 46 of 70, 65.7%
2012-03-22 10:37:48, 41 of 70, 58.6%
2012-03-22 10:37:48, 48 of 70, 68.6%
2012-03-22 10:37:49, 47 of 70, 67.1%
2012-03-22 10:37:49, 50 of 70, 71.4%
2012-03-22 10:37:50, 45 of 70, 64.3%
2012-03-22 10:37:50, 52 of 70, 74.3%
2012-03-22 10:37:51, 51 of 70, 72.9%
2012-03-22 10:37:51, 54 of 70, 77.1%
2012-03-22 10:37:51, 49 of 70, 70%
2012-03-22 10:37:52, 56 of 70, 80%
2012-03-22 10:37:53, 58 of 70, 82.9%
2012-03-22 10:37:53, 55 of 70, 78.6%
2012-03-22 10:37:53, 53 of 70, 75.7%
2012-03-22 10:37:53, 60 of 70, 85.7%
2012-03-22 10:37:54, 62 of 70, 88.6%
2012-03-22 10:37:54, 59 of 70, 84.3%
2012-03-22 10:37:55, 57 of 70, 81.4%
2012-03-22 10:37:55, 64 of 70, 91.4%
2012-03-22 10:37:56, 66 of 70, 94.3%
2012-03-22 10:37:56, 63 of 70, 90%
2012-03-22 10:37:57, 61 of 70, 87.1%
2012-03-22 10:37:57, 68 of 70, 97.1%
2012-03-22 10:37:58, 70 of 70, 100%
2012-03-22 10:37:58, 67 of 70, 95.7%
2012-03-22 10:37:58, 65 of 70, 92.9%
2012-03-22 10:37:58, 2 of 70, 2.9%
2012-03-22 10:37:59, 4 of 70, 5.7%
2012-03-22 10:37:59, 1 of 70, 1.4%
2012-03-22 10:38:00, 69 of 70, 98.6%
2012-03-22 10:38:00, 6 of 70, 8.6%
2012-03-22 10:38:01, 8 of 70, 11.4%
2012-03-22 10:38:01, 5 of 70, 7.1%
2012-03-22 10:38:02, 3 of 70, 4.3%
2012-03-22 10:38:02, 10 of 70, 14.3%
2012-03-22 10:38:03, 12 of 70, 17.1%
2012-03-22 10:38:03, 9 of 70, 12.9%
2012-03-22 10:38:04, 7 of 70, 10%
2012-03-22 10:38:04, 14 of 70, 20%
2012-03-22 10:38:05, 16 of 70, 22.9%
2012-03-22 10:38:05, 13 of 70, 18.6%
2012-03-22 10:38:06, 11 of 70, 15.7%
2012-03-22 10:38:06, 18 of 70, 25.7%
2012-03-22 10:38:07, 20 of 70, 28.6%
2012-03-22 10:38:07, 17 of 70, 24.3%
2012-03-22 10:38:08, 15 of 70, 21.4%
2012-03-22 10:38:08, 22 of 70, 31.4%
2012-03-22 10:38:09, 24 of 70, 34.3%
2012-03-22 10:38:09, 21 of 70, 30%
2012-03-22 10:38:10, 19 of 70, 27.1%
2012-03-22 10:38:10, 26 of 70, 37.1%
2012-03-22 10:38:11, 28 of 70, 40%
2012-03-22 10:38:11, 25 of 70, 35.7%
2012-03-22 10:38:12, 23 of 70, 32.9%
2012-03-22 10:38:12, 30 of 70, 42.9%
2012-03-22 10:38:12, 32 of 70, 45.7%
2012-03-22 10:38:13, 29 of 70, 41.4%
2012-03-22 10:38:14, 27 of 70, 38.6%
2012-03-22 10:38:14, 34 of 70, 48.6%
2012-03-22 10:38:14, 36 of 70, 51.4%
2012-03-22 10:38:15, 33 of 70, 47.1%
2012-03-22 10:38:16, 38 of 70, 54.3%
2012-03-22 10:38:16, 31 of 70, 44.3%
2012-03-22 10:38:16, 40 of 70, 57.1%
2012-03-22 10:38:17, 37 of 70, 52.9%
2012-03-22 10:38:17, 35 of 70, 50%
2012-03-22 10:38:18, 42 of 70, 60%
2012-03-22 10:38:18, 44 of 70, 62.9%
2012-03-22 10:38:19, 41 of 70, 58.6%
2012-03-22 10:38:19, 46 of 70, 65.7%
2012-03-22 10:38:20, 39 of 70, 55.7%
2012-03-22 10:38:20, 48 of 70, 68.6%
2012-03-22 10:38:21, 45 of 70, 64.3%
2012-03-22 10:38:21, 50 of 70, 71.4%
2012-03-22 10:38:22, 43 of 70, 61.4%
2012-03-22 10:38:22, 52 of 70, 74.3%
2012-03-22 10:38:22, 49 of 70, 70%
2012-03-22 10:38:23, 54 of 70, 77.1%
2012-03-22 10:38:23, 47 of 70, 67.1%
2012-03-22 10:38:24, 56 of 70, 80%
2012-03-22 10:38:24, 53 of 70, 75.7%
2012-03-22 10:38:25, 58 of 70, 82.9%
2012-03-22 10:38:25, 51 of 70, 72.9%
2012-03-22 10:38:26, 60 of 70, 85.7%
2012-03-22 10:38:26, 57 of 70, 81.4%
2012-03-22 10:38:27, 62 of 70, 88.6%
2012-03-22 10:38:27, 55 of 70, 78.6%
2012-03-22 10:38:27, 64 of 70, 91.4%
2012-03-22 10:38:28, 61 of 70, 87.1%
2012-03-22 10:38:29, 66 of 70, 94.3%
2012-03-22 10:38:29, 68 of 70, 97.1%
2012-03-22 10:38:29, 59 of 70, 84.3%
2012-03-22 10:38:30, 65 of 70, 92.9%
2012-03-22 10:38:31, 70 of 70, 100%
2012-03-22 10:38:31, 2 of 70, 2.9%
2012-03-22 10:38:31, 63 of 70, 90%
2012-03-22 10:38:32, 69 of 70, 98.6%
2012-03-22 10:38:33, 4 of 70, 5.7%
2012-03-22 10:38:33, 67 of 70, 95.7%
2012-03-22 10:38:33, 6 of 70, 8.6%
2012-03-22 10:38:34, 3 of 70, 4.3%
2012-03-22 10:38:35, 1 of 70, 1.4%
2012-03-22 10:38:35, 8 of 70, 11.4%
2012-03-22 10:38:35, 10 of 70, 14.3%
2012-03-22 10:38:36, 7 of 70, 10%
2012-03-22 10:38:37, 12 of 70, 17.1%
2012-03-22 10:38:37, 5 of 70, 7.1%
2012-03-22 10:38:37, 14 of 70, 20%
2012-03-22 10:38:38, 11 of 70, 15.7%
2012-03-22 10:38:39, 16 of 70, 22.9%
2012-03-22 10:38:39, 9 of 70, 12.9%
2012-03-22 10:38:39, 18 of 70, 25.7%
2012-03-22 10:38:40, 15 of 70, 21.4%
2012-03-22 10:38:41, 20 of 70, 28.6%
2012-03-22 10:38:41, 13 of 70, 18.6%
2012-03-22 10:38:41, 22 of 70, 31.4%
2012-03-22 10:38:42, 19 of 70, 27.1%
2012-03-22 10:38:43, 24 of 70, 34.3%
2012-03-22 10:38:43, 17 of 70, 24.3%
2012-03-22 10:38:44, 26 of 70, 37.1%
2012-03-22 10:38:44, 23 of 70, 32.9%
2012-03-22 10:38:45, 28 of 70, 40%
2012-03-22 10:38:46, 21 of 70, 30%
2012-03-22 10:38:46, 30 of 70, 42.9%
2012-03-22 10:38:46, 27 of 70, 38.6%
2012-03-22 10:38:47, 32 of 70, 45.7%
2012-03-22 10:38:48, 34 of 70, 48.6%
2012-03-22 10:38:48, 25 of 70, 35.7%
2012-03-22 10:38:48, 31 of 70, 44.3%
2012-03-22 10:38:49, 36 of 70, 51.4%
2012-03-22 10:38:50, 38 of 70, 54.3%
2012-03-22 10:38:50, 29 of 70, 41.4%
2012-03-22 10:38:50, 35 of 70, 50%
2012-03-22 10:38:51, 40 of 70, 57.1%
2012-03-22 10:38:51, 42 of 70, 60%
2012-03-22 10:38:52, 33 of 70, 47.1%
2012-03-22 10:38:52, 39 of 70, 55.7%
2012-03-22 10:38:54, 46 of 70, 65.7%
2012-03-22 10:38:54, 44 of 70, 62.9%
2012-03-22 10:38:54, 37 of 70, 52.9%
2012-03-22 10:38:54, 43 of 70, 61.4%
2012-03-22 10:38:55, 50 of 70, 71.4%
2012-03-22 10:38:56, 48 of 70, 68.6%
2012-03-22 10:38:56, 47 of 70, 67.1%
2012-03-22 10:38:56, 41 of 70, 58.6%
2012-03-22 10:38:58, 54 of 70, 77.1%
2012-03-22 10:38:58, 52 of 70, 74.3%
2012-03-22 10:38:58, 51 of 70, 72.9%
2012-03-22 10:38:58, 45 of 70, 64.3%
2012-03-22 10:39:00, 58 of 70, 82.9%
2012-03-22 10:39:00, 56 of 70, 80%
2012-03-22 10:39:00, 55 of 70, 78.6%
2012-03-22 10:39:01, 49 of 70, 70%
2012-03-22 10:39:02, 60 of 70, 85.7%
2012-03-22 10:39:02, 62 of 70, 88.6%
2012-03-22 10:39:02, 59 of 70, 84.3%
2012-03-22 10:39:03, 53 of 70, 75.7%
2012-03-22 10:39:04, 66 of 70, 94.3%
2012-03-22 10:39:04, 64 of 70, 91.4%
2012-03-22 10:39:04, 63 of 70, 90%
2012-03-22 10:39:05, 57 of 70, 81.4%
2012-03-22 10:39:06, 68 of 70, 97.1%
2012-03-22 10:39:06, 70 of 70, 100%
2012-03-22 10:39:06, 67 of 70, 95.7%
2012-03-22 10:39:07, 61 of 70, 87.1%
2012-03-22 10:39:08, 4 of 70, 5.7%
2012-03-22 10:39:08, 2 of 70, 2.9%
2012-03-22 10:39:08, 1 of 70, 1.4%
2012-03-22 10:39:09, 65 of 70, 92.9%
2012-03-22 10:39:10, 8 of 70, 11.4%
2012-03-22 10:39:10, 6 of 70, 8.6%
2012-03-22 10:39:10, 5 of 70, 7.1%
2012-03-22 10:39:11, 69 of 70, 98.6%
2012-03-22 10:39:12, 12 of 70, 17.1%
2012-03-22 10:39:12, 10 of 70, 14.3%
2012-03-22 10:39:13, 9 of 70, 12.9%
2012-03-22 10:39:13, 3 of 70, 4.3%
2012-03-22 10:39:15, 16 of 70, 22.9%
2012-03-22 10:39:15, 14 of 70, 20%
2012-03-22 10:39:15, 13 of 70, 18.6%
2012-03-22 10:39:15, 7 of 70, 10%
2012-03-22 10:39:17, 20 of 70, 28.6%
2012-03-22 10:39:17, 18 of 70, 25.7%
2012-03-22 10:39:17, 17 of 70, 24.3%
2012-03-22 10:39:18, 11 of 70, 15.7%
2012-03-22 10:39:19, 24 of 70, 34.3%
2012-03-22 10:39:19, 22 of 70, 31.4%
2012-03-22 10:39:19, 21 of 70, 30%
2012-03-22 10:39:20, 15 of 70, 21.4%
2012-03-22 10:39:21, 28 of 70, 40%
2012-03-22 10:39:21, 26 of 70, 37.1%
2012-03-22 10:39:22, 25 of 70, 35.7%
2012-03-22 10:39:22, 19 of 70, 27.1%
2012-03-22 10:39:23, 32 of 70, 45.7%
2012-03-22 10:39:24, 30 of 70, 42.9%
2012-03-22 10:39:24, 29 of 70, 41.4%
2012-03-22 10:39:25, 23 of 70, 32.9%
2012-03-22 10:39:26, 36 of 70, 51.4%
2012-03-22 10:39:26, 34 of 70, 48.6%
2012-03-22 10:39:26, 33 of 70, 47.1%
2012-03-22 10:39:27, 27 of 70, 38.6%
2012-03-22 10:39:28, 40 of 70, 57.1%
2012-03-22 10:39:28, 37 of 70, 52.9%
2012-03-22 10:39:28, 38 of 70, 54.3%
2012-03-22 10:39:29, 31 of 70, 44.3%
2012-03-22 10:39:30, 44 of 70, 62.9%
2012-03-22 10:39:31, 42 of 70, 60%
2012-03-22 10:39:31, 41 of 70, 58.6%
2012-03-22 10:39:32, 35 of 70, 50%
2012-03-22 10:39:33, 48 of 70, 68.6%
2012-03-22 10:39:33, 46 of 70, 65.7%
2012-03-22 10:39:33, 45 of 70, 64.3%
2012-03-22 10:39:34, 39 of 70, 55.7%
2012-03-22 10:39:35, 52 of 70, 74.3%
2012-03-22 10:39:35, 50 of 70, 71.4%
2012-03-22 10:39:35, 49 of 70, 70%
2012-03-22 10:39:36, 43 of 70, 61.4%
2012-03-22 10:39:37, 56 of 70, 80%
2012-03-22 10:39:37, 54 of 70, 77.1%
2012-03-22 10:39:37, 53 of 70, 75.7%
2012-03-22 10:39:39, 47 of 70, 67.1%
2012-03-22 10:39:39, 58 of 70, 82.9%
2012-03-22 10:39:39, 60 of 70, 85.7%
2012-03-22 10:39:40, 57 of 70, 81.4%
2012-03-22 10:39:41, 51 of 70, 72.9%
2012-03-22 10:39:42, 62 of 70, 88.6%
2012-03-22 10:39:42, 64 of 70, 91.4%
2012-03-22 10:39:42, 61 of 70, 87.1%
2012-03-22 10:39:43, 55 of 70, 78.6%
2012-03-22 10:39:44, 66 of 70, 94.3%
2012-03-22 10:39:44, 68 of 70, 97.1%
2012-03-22 10:39:44, 65 of 70, 92.9%
2012-03-22 10:39:46, 59 of 70, 84.3%
2012-03-22 10:39:46, 70 of 70, 100%
2012-03-22 10:39:46, 2 of 70, 2.9%
2012-03-22 10:39:47, 69 of 70, 98.6%
2012-03-22 10:39:48, 63 of 70, 90%
2012-03-22 10:39:48, 4 of 70, 5.7%
2012-03-22 10:39:49, 3 of 70, 4.3%
2012-03-22 10:39:49, 6 of 70, 8.6%
2012-03-22 10:39:50, 67 of 70, 95.7%
2012-03-22 10:39:51, 8 of 70, 11.4%
2012-03-22 10:39:51, 10 of 70, 14.3%
2012-03-22 10:39:51, 7 of 70, 10%
2012-03-22 10:39:53, 1 of 70, 1.4%
2012-03-22 10:39:53, 12 of 70, 17.1%
2012-03-22 10:39:54, 14 of 70, 20%
2012-03-22 10:39:54, 11 of 70, 15.7%
2012-03-22 10:39:55, 5 of 70, 7.1%
2012-03-22 10:39:56, 16 of 70, 22.9%
2012-03-22 10:39:56, 18 of 70, 25.7%
2012-03-22 10:39:56, 15 of 70, 21.4%
2012-03-22 10:39:58, 9 of 70, 12.9%
2012-03-22 10:39:58, 20 of 70, 28.6%
2012-03-22 10:39:59, 22 of 70, 31.4%
2012-03-22 10:39:59, 19 of 70, 27.1%
2012-03-22 10:40:00, 13 of 70, 18.6%
2012-03-22 10:40:01, 24 of 70, 34.3%
2012-03-22 10:40:01, 26 of 70, 37.1%
2012-03-22 10:40:02, 23 of 70, 32.9%
2012-03-22 10:40:03, 17 of 70, 24.3%
2012-03-22 10:40:03, 28 of 70, 40%
2012-03-22 10:40:04, 30 of 70, 42.9%
2012-03-22 10:40:04, 27 of 70, 38.6%
2012-03-22 10:40:05, 21 of 70, 30%
2012-03-22 10:40:06, 32 of 70, 45.7%
2012-03-22 10:40:06, 34 of 70, 48.6%
2012-03-22 10:40:06, 31 of 70, 44.3%
2012-03-22 10:40:08, 25 of 70, 35.7%
2012-03-22 10:40:08, 36 of 70, 51.4%
2012-03-22 10:40:08, 38 of 70, 54.3%
2012-03-22 10:40:09, 35 of 70, 50%
2012-03-22 10:40:10, 29 of 70, 41.4%
2012-03-22 10:40:11, 40 of 70, 57.1%
2012-03-22 10:40:11, 42 of 70, 60%
2012-03-22 10:40:11, 39 of 70, 55.7%
2012-03-22 10:40:13, 33 of 70, 47.1%
2012-03-22 10:40:13, 44 of 70, 62.9%
2012-03-22 10:40:13, 46 of 70, 65.7%
2012-03-22 10:40:14, 43 of 70, 61.4%
2012-03-22 10:40:15, 37 of 70, 52.9%
2012-03-22 10:40:16, 48 of 70, 68.6%
2012-03-22 10:40:16, 50 of 70, 71.4%
2012-03-22 10:40:16, 47 of 70, 67.1%
2012-03-22 10:40:18, 41 of 70, 58.6%
2012-03-22 10:40:18, 52 of 70, 74.3%
2012-03-22 10:40:18, 54 of 70, 77.1%
2012-03-22 10:40:19, 51 of 70, 72.9%
2012-03-22 10:40:20, 45 of 70, 64.3%
2012-03-22 10:40:20, 56 of 70, 80%
2012-03-22 10:40:21, 58 of 70, 82.9%
