2012-05-17 19:41:08, 2012-05-17 19:41:081,  of 1702,  of 1700.6, %
1.2%
2012-05-17 19:47:26, 88 of 170, 51.8%
2012-05-17 19:47:32, 91 of 170, 53.5%
2012-05-17 19:47:34, 90 of 170, 52.9%
2012-05-17 19:47:41, 93 of 170, 54.7%
2012-05-17 19:47:42, 92 of 170, 54.1%
2012-05-17 19:47:49, 95 of 170, 55.9%
2012-05-17 19:47:51, 94 of 170, 55.3%
2012-05-17 19:47:58, 96 of 170, 56.5%
2012-05-17 19:47:59, 97 of 170, 57.1%
2012-05-17 19:48:07, 98 of 170, 57.6%
2012-05-17 19:48:07, 99 of 170, 58.2%
2012-05-17 19:48:16, 100 of 170, 58.8%
2012-05-17 19:48:18, 101 of 170, 59.4%
2012-05-17 19:48:26, 102 of 170, 60%
2012-05-17 19:48:27, 103 of 170, 60.6%
2012-05-17 19:48:34, 104 of 170, 61.2%
2012-05-17 19:48:35, 105 of 170, 61.8%
2012-05-17 19:48:42, 106 of 170, 62.4%
2012-05-17 19:48:43, 107 of 170, 62.9%
2012-05-17 19:48:50, 109 of 170, 64.1%
2012-05-17 19:48:52, 108 of 170, 63.5%
2012-05-17 19:48:58, 111 of 170, 65.3%
2012-05-17 19:49:00, 110 of 170, 64.7%
2012-05-17 19:49:06, 113 of 170, 66.5%
2012-05-17 19:49:08, 112 of 170, 65.9%
2012-05-17 19:49:14, 115 of 170, 67.6%
2012-05-17 19:49:17, 114 of 170, 67.1%
2012-05-17 19:49:21, 117 of 170, 68.8%
2012-05-17 19:49:26, 116 of 170, 68.2%
2012-05-17 19:49:30, 119 of 170, 70%
2012-05-17 19:49:34, 118 of 170, 69.4%
2012-05-17 19:49:39, 121 of 170, 71.2%
2012-05-17 19:49:42, 120 of 170, 70.6%
2012-05-17 19:49:48, 123 of 170, 72.4%
2012-05-17 19:49:50, 122 of 170, 71.8%
2012-05-17 19:49:57, 125 of 170, 73.5%
2012-05-17 19:49:58, 124 of 170, 72.9%
2012-05-17 19:50:05, 126 of 170, 74.1%
2012-05-17 19:50:06, 127 of 170, 74.7%
2012-05-17 19:50:13, 129 of 170, 75.9%
2012-05-17 19:50:16, 128 of 170, 75.3%
2012-05-17 19:50:21, 131 of 170, 77.1%
2012-05-17 19:50:25, 130 of 170, 76.5%
2012-05-17 19:50:29, 133 of 170, 78.2%
2012-05-17 19:50:33, 132 of 170, 77.6%
2012-05-17 19:50:38, 135 of 170, 79.4%
2012-05-17 19:50:42, 134 of 170, 78.8%
2012-05-17 19:50:47, 137 of 170, 80.6%
2012-05-17 19:50:51, 136 of 170, 80%
2012-05-17 19:50:55, 139 of 170, 81.8%
2012-05-17 19:51:00, 138 of 170, 81.2%
2012-05-17 19:51:03, 141 of 170, 82.9%
2012-05-17 19:51:09, 140 of 170, 82.4%
2012-05-17 19:51:12, 143 of 170, 84.1%
2012-05-17 19:51:17, 142 of 170, 83.5%
2012-05-17 19:51:22, 145 of 170, 85.3%
2012-05-17 19:51:24, 144 of 170, 84.7%
2012-05-17 19:51:31, 146 of 170, 85.9%
2012-05-17 19:51:32, 147 of 170, 86.5%
2012-05-17 19:51:40, 148 of 170, 87.1%
2012-05-17 19:51:41, 149 of 170, 87.6%
2012-05-17 19:51:49, 150 of 170, 88.2%
2012-05-17 19:51:50, 151 of 170, 88.8%
2012-05-17 19:51:58, 152 of 170, 89.4%
2012-05-17 19:51:58, 153 of 170, 90%
2012-05-17 19:52:06, 154 of 170, 90.6%
2012-05-17 19:52:07, 155 of 170, 91.2%
2012-05-17 19:52:14, 156 of 170, 91.8%
2012-05-17 19:52:15, 157 of 170, 92.4%
2012-05-17 19:52:23, 158 of 170, 92.9%
2012-05-17 19:52:25, 159 of 170, 93.5%
2012-05-17 19:52:31, 160 of 170, 94.1%
2012-05-17 19:52:33, 161 of 170, 94.7%
2012-05-17 19:52:39, 162 of 170, 95.3%
2012-05-17 19:52:42, 163 of 170, 95.9%
2012-05-17 19:52:48, 164 of 170, 96.5%
2012-05-17 19:52:50, 165 of 170, 97.1%
2012-05-17 19:52:56, 166 of 170, 97.6%
2012-05-17 19:52:59, 167 of 170, 98.2%
2012-05-17 19:53:05, 168 of 170, 98.8%
2012-05-17 19:53:08, 169 of 170, 99.4%
2012-05-17 19:53:13, 170 of 170, 100%
