2012-05-17 20:20:14, 44 of 170, 25.9%
2012-05-17 20:20:24, 43 of 170, 25.3%
2012-05-17 20:20:34, 46 of 170, 27.1%
2012-05-17 20:20:42, 45 of 170, 26.5%
2012-05-17 20:20:54, 48 of 170, 28.2%
2012-05-17 20:21:01, 47 of 170, 27.6%
2012-05-17 20:21:13, 50 of 170, 29.4%
2012-05-17 20:21:18, 49 of 170, 28.8%
2012-05-17 20:21:18, 51 of 170, 30%
2012-05-17 20:21:32, 52 of 170, 30.6%
2012-05-17 20:21:35, 53 of 170, 31.2%
2012-05-17 20:21:50, 54 of 170, 31.8%
2012-05-17 20:21:55, 55 of 170, 32.4%
2012-05-17 20:22:08, 56 of 170, 32.9%
2012-05-17 20:22:14, 57 of 170, 33.5%
2012-05-17 20:22:28, 58 of 170, 34.1%
2012-05-17 20:22:33, 59 of 170, 34.7%
2012-05-17 20:22:48, 60 of 170, 35.3%
2012-05-17 20:22:49, 62 of 170, 36.5%
2012-05-17 20:22:51, 61 of 170, 35.9%
2012-05-17 20:23:09, 63 of 170, 37.1%
2012-05-17 20:23:10, 64 of 170, 37.6%
2012-05-17 20:23:27, 65 of 170, 38.2%
2012-05-17 20:23:30, 66 of 170, 38.8%
2012-05-17 20:23:46, 67 of 170, 39.4%
2012-05-17 20:23:50, 68 of 170, 40%
2012-05-17 20:24:05, 69 of 170, 40.6%
2012-05-17 20:24:09, 70 of 170, 41.2%
2012-05-17 20:24:23, 71 of 170, 41.8%
2012-05-17 20:24:28, 72 of 170, 42.4%
2012-05-17 20:24:44, 73 of 170, 42.9%
2012-05-17 20:24:45, 74 of 170, 43.5%
2012-05-17 20:25:02, 75 of 170, 44.1%
2012-05-17 20:25:05, 76 of 170, 44.7%
2012-05-17 20:25:22, 77 of 170, 45.3%
2012-05-17 20:25:27, 78 of 170, 45.9%
2012-05-17 20:25:40, 79 of 170, 46.5%
2012-05-17 20:25:46, 80 of 170, 47.1%
2012-05-17 20:26:00, 81 of 170, 47.6%
2012-05-17 20:26:06, 82 of 170, 48.2%
2012-05-17 20:26:18, 83 of 170, 48.8%
2012-05-17 20:26:23, 84 of 170, 49.4%
2012-05-17 20:26:36, 85 of 170, 50%
2012-05-17 20:26:42, 86 of 170, 50.6%
2012-05-17 20:26:54, 87 of 170, 51.2%
2012-05-17 20:27:01, 88 of 170, 51.8%
2012-05-17 20:27:13, 89 of 170, 52.4%
2012-05-17 20:27:19, 90 of 170, 52.9%
2012-05-17 20:27:33, 91 of 170, 53.5%
2012-05-17 20:27:38, 92 of 170, 54.1%
2012-05-17 20:27:54, 93 of 170, 54.7%
2012-05-17 20:27:56, 94 of 170, 55.3%
2012-05-17 20:28:14, 96 of 170, 56.5%
2012-05-17 20:28:15, 95 of 170, 55.9%
2012-05-17 20:28:33, 98 of 170, 57.6%
2012-05-17 20:28:34, 97 of 170, 57.1%
2012-05-17 20:28:53, 100 of 170, 58.8%
2012-05-17 20:28:53, 99 of 170, 58.2%
2012-05-17 20:29:11, 101 of 170, 59.4%
2012-05-17 20:29:12, 102 of 170, 60%
2012-05-17 20:29:30, 103 of 170, 60.6%
2012-05-17 20:29:34, 104 of 170, 61.2%
2012-05-17 20:29:48, 105 of 170, 61.8%
2012-05-17 20:29:52, 106 of 170, 62.4%
2012-05-17 20:30:05, 107 of 170, 62.9%
2012-05-17 20:30:10, 108 of 170, 63.5%
2012-05-17 20:30:24, 109 of 170, 64.1%
2012-05-17 20:30:28, 110 of 170, 64.7%
2012-05-17 20:30:44, 111 of 170, 65.3%
2012-05-17 20:30:45, 112 of 170, 65.9%
2012-05-17 20:31:02, 114 of 170, 67.1%
2012-05-17 20:31:04, 113 of 170, 66.5%
2012-05-17 20:31:19, 116 of 170, 68.2%
2012-05-17 20:31:24, 115 of 170, 67.6%
2012-05-17 20:31:39, 118 of 170, 69.4%
2012-05-17 20:31:42, 117 of 170, 68.8%
2012-05-17 20:31:57, 120 of 170, 70.6%
2012-05-17 20:32:00, 119 of 170, 70%
2012-05-17 20:32:16, 122 of 170, 71.8%
2012-05-17 20:32:18, 121 of 170, 71.2%
2012-05-17 20:32:34, 124 of 170, 72.9%
2012-05-17 20:32:37, 123 of 170, 72.4%
2012-05-17 20:32:53, 126 of 170, 74.1%
2012-05-17 20:32:54, 125 of 170, 73.5%
2012-05-17 20:33:11, 127 of 170, 74.7%
2012-05-17 20:33:12, 128 of 170, 75.3%
2012-05-17 20:33:28, 129 of 170, 75.9%
2012-05-17 20:33:35, 130 of 170, 76.5%
2012-05-17 20:33:46, 131 of 170, 77.1%
2012-05-17 20:33:54, 132 of 170, 77.6%
2012-05-17 20:34:05, 133 of 170, 78.2%
2012-05-17 20:34:13, 134 of 170, 78.8%
2012-05-17 20:34:21, 135 of 170, 79.4%
2012-05-17 20:34:33, 136 of 170, 80%
2012-05-17 20:34:38, 137 of 170, 80.6%
2012-05-17 20:34:51, 138 of 170, 81.2%
2012-05-17 20:34:56, 139 of 170, 81.8%
2012-05-17 20:35:10, 140 of 170, 82.4%
2012-05-17 20:35:14, 141 of 170, 82.9%
2012-05-17 20:35:28, 142 of 170, 83.5%
2012-05-17 20:35:33, 143 of 170, 84.1%
2012-05-17 20:35:48, 144 of 170, 84.7%
2012-05-17 20:35:50, 145 of 170, 85.3%
2012-05-17 20:36:05, 146 of 170, 85.9%
2012-05-17 20:36:09, 147 of 170, 86.5%
2012-05-17 20:36:23, 148 of 170, 87.1%
2012-05-17 20:36:29, 149 of 170, 87.6%
2012-05-17 20:36:42, 150 of 170, 88.2%
2012-05-17 20:36:48, 151 of 170, 88.8%
2012-05-17 20:37:00, 152 of 170, 89.4%
2012-05-17 20:37:11, 153 of 170, 90%
2012-05-17 20:37:17, 154 of 170, 90.6%
2012-05-17 20:37:29, 155 of 170, 91.2%
2012-05-17 20:37:38, 156 of 170, 91.8%
2012-05-17 20:37:48, 157 of 170, 92.4%
2012-05-17 20:37:59, 158 of 170, 92.9%
2012-05-17 20:38:06, 159 of 170, 93.5%
2012-05-17 20:38:16, 160 of 170, 94.1%
2012-05-17 20:38:25, 161 of 170, 94.7%
2012-05-17 20:38:33, 162 of 170, 95.3%
2012-05-17 20:38:42, 163 of 170, 95.9%
2012-05-17 20:38:50, 164 of 170, 96.5%
2012-05-17 20:39:01, 165 of 170, 97.1%
2012-05-17 20:39:10, 166 of 170, 97.6%
2012-05-17 20:39:20, 167 of 170, 98.2%
2012-05-17 20:39:30, 168 of 170, 98.8%
2012-05-17 20:39:39, 169 of 170, 99.4%
2012-05-17 20:39:50, 170 of 170, 100%
